
1,321
2,32
3,43
4,56
5,65
6,75
7,89
8,90
9,101
10,110
11,321
12,32
13,43
14,56
15,65
16,75
17,89
18,90
19,101
20,110
21,321
22,32
23,43
24,56
25,65
26,75
27,89
28,90
29,101
30,110
31,321
32,32
33,43
34,56
35,65
36,75
37,89
38,90
39,101
40,110
41,321
42,32
43,43
44,56
45,65
46,75
47,89
48,90
49,101
50,110
51,321
52,32
53,43
54,56
55,65
56,75
57,89
58,90
59,101
60,110
61,321
62,32
63,43
64,56
65,65
66,75
67,89
68,90
69,101
70,110
71,321
72,32
73,43
74,56
75,65
76,75
77,89
78,90
79,101
80,110
81,321
82,32
83,43
84,56
85,65
86,75
87,89
88,90
89,101
90,110
91,321
92,32
93,43
94,56
95,65
96,75
97,89
98,90
99,101
100,110
101,321
102,32
103,43
104,56
105,65
106,75
107,89
108,90
109,101
110,110
111,321
112,32
113,43
114,56
115,65
116,75
117,89
118,90
119,101
120,110
121,321
122,32
123,43
124,56
125,65
126,75
127,89
128,90
129,101
130,110
131,321
132,32
133,43
134,56
135,65
136,75
137,89
138,90
139,101
140,110
141,321
142,32
143,43
144,56
145,65
146,75
147,89
148,90
149,101
150,110
151,321
152,32
153,43
154,56
155,65
156,75
157,89
158,90
159,101
160,110
161,321
162,32
163,43
164,56
165,65
166,75
167,89
168,90
169,101
170,110
171,321
172,32
173,43
174,56
175,65
176,75
177,89
178,90
179,101
180,110
181,321
182,32
183,43
184,56
185,65
186,75
187,89
188,90
189,101
190,110
191,321
192,32
193,43
194,56
195,65
196,75
197,89
198,90
199,101
200,110
