
1,321
2,32
3,43
4,56
5,65
6,75
7,89
8,90
9,101
10,110
11,321
12,32
13,43
14,56
15,65
16,75
17,89
18,90
19,101
20,110
21,321
22,32
23,43
24,56
25,65
26,75
27,89
28,90
29,101
30,110
31,321
32,32
33,43
34,56
35,65
36,75
37,89
38,90
39,101
40,110
41,321
42,32
43,43
44,56
45,65
46,75
47,89
48,90
49,101
50,110
51,321
52,32
53,43
54,56
55,65
56,75
57,89
58,90
59,101
60,110
61,321
62,32
63,43
64,56
65,65
66,75
67,89
68,90
69,101
70,110
71,321
72,32
73,43
74,56
75,65
76,75
77,89
78,90
79,101
80,110
81,321
82,32
83,43
84,56
85,65
86,75
87,89
88,90
89,101
90,110
91,321
92,32
93,43
94,56
95,65
96,75
97,89
98,90
99,101
100,110
101,321
102,32
103,43
104,56
105,65
106,75
107,89
108,90
109,101
110,110
111,321
112,32
113,43
114,56
115,65
116,75
117,89
118,90
119,101
120,110
121,321
122,32
123,43
124,56
125,65
126,75
127,89
128,90
129,101
130,110
131,321
132,32
133,43
134,56
135,65
136,75
137,89
138,90
139,101
140,110
141,321
142,32
143,43
144,56
145,65
146,75
147,89
148,90
149,101
150,110
151,321
152,32
153,43
154,56
155,65
156,75
157,89
158,90
159,101
160,110
161,321
162,32
163,43
164,56
165,65
166,75
167,89
168,90
169,101
170,110
171,321
172,32
173,43
174,56
175,65
176,75
177,89
178,90
179,101
180,110
181,321
182,32
183,43
184,56
185,65
186,75
187,89
188,90
189,101
190,110
191,321
192,32
193,43
194,56
195,65
196,75
197,89
198,90
199,101
200,110
201,321
202,32
203,43
204,56
205,65
206,75
207,89
208,90
209,101
210,110
211,321
212,32
213,43
214,56
215,65
216,75
217,89
218,90
219,101
220,110
221,321
222,32
223,43
224,56
225,65
226,75
227,89
228,90
229,101
230,110
231,321
232,32
233,43
234,56
235,65
236,75
237,89
238,90
239,101
240,110
241,321
242,32
243,43
244,56
245,65
246,75
247,89
248,90
249,101
250,110
251,321
252,32
253,43
254,56
255,65
256,75
257,89
258,90
259,101
260,110
261,321
262,32
263,43
264,56
265,65
266,75
267,89
268,90
269,101
270,110
271,321
272,32
273,43
274,56
275,65
276,75
277,89
278,90
279,101
280,110
281,321
282,32
283,43
284,56
285,65
286,75
287,89
288,90
289,101
290,110
291,321
292,32
293,43
294,56
295,65
296,75
297,89
298,90
299,101
300,110
301,321
302,32
303,43
304,56
305,65
306,75
307,89
308,90
309,101
310,110
311,321
312,32
313,43
314,56
315,65
316,75
317,89
318,90
319,101
320,110
321,321
322,32
323,43
324,56
325,65
326,75
327,89
328,90
329,101
330,110
331,321
332,32
333,43
334,56
335,65
336,75
337,89
338,90
339,101
340,110
341,321
342,32
343,43
344,56
345,65
346,75
347,89
348,90
349,101
350,110
351,321
352,32
353,43
354,56
355,65
356,75
357,89
358,90
359,101
360,110
361,321
362,32
363,43
364,56
365,65
366,75
367,89
368,90
369,101
370,110
371,321
372,32
373,43
374,56
375,65
376,75
377,89
378,90
379,101
380,110
381,321
382,32
383,43
384,56
385,65
386,75
387,89
388,90
389,101
390,110
391,321
392,32
393,43
394,56
395,65
396,75
397,89
398,90
399,101
400,110
